iso3,year,e_prev_100k,e_prev_100k_lo,e_prev_100k_hi,e_inc_num,e_inc_num_lo,e_inc_num_hi,c_cdr,c_cdr_lo,c_cdr_hi,e_tbhiv_prct,e_tbhiv_prct_lo,e_tbhiv_prct_hi
BTN,2017,139.5695238593264,112.58805274448825,177.78926527345945,1100,830,1400,80,63,100,0.58,0.15,1.3
BTN,2018,135.0243863995743,110.19531650313617,170.89287270923217,1100,860,1400,80,63,100,0.23,0.01,0.75
BTN,2019,126.72221879938415,102.9054341961338,160.73506329105786,1300,960,1600,80,63,100,0.31,0.04,0.8200000000000001
BWA,1990,688.4960182206075,573.4815136073576,829.919737298172,7500,5200,10000,39,29,56,40,35,45
BWA,1991,667.4701015338499,554.1257577670773,811.1297726010802,8600,6600,11000,38,30,49,47,41,53
BWA,1992,647.9476185252945,534.7556134358238,791.1530543499279,9900,8000,12000,42,35,52,54,47,60
BWA,1993,630.7264192949476,520.3890841287589,775.4073899754494,11000,9600,13000,42,36,49,58,51,66
BWA,1994,616.607632530774,506.7554755526653,762.5321923871471,12000,11000,14000,38,33,44,62,54,70
BWA,1995,606.8033555600215,499.19327961544985,751.1066271590752,14000,12000,15000,42,37,48,65,57,73
BWA,1996,597.0963883552602,488.81540781662005,746.3449182958913,15000,13000,16000,46,41,52,67,58,75
BWA,1997,585.4652710023558,480.12537564739347,733.6162478513221,15000,14000,17000,48,43,53,68,60,77
BWA,1998,574.6543596050562,471.8031088411599,721.6124307108373,16000,14000,17000,51,46,56,69,60,78
BWA,1999,567.3189052947226,462.88933834917225,719.7000872389613,16000,14000,17000,55,50,60,70,61,78
BWA,2000,565.7090799165994,457.62022852965794,721.0251001939893,16000,1700,45000,59,21,530,79,64,91
BWA,2001,574.4616042149048,465.5767387512386,732.0520491572372,16000,1900,43000,61,22,510,79,64,91
BWA,2002,591.8935914621451,476.27034382071406,753.4561843361586,15000,3300,36000,66,28,310,79,64,91
BWA,2003,612.2875765275761,488.21605775242426,778.2063302841584,15000,3500,34000,66,29,280,79,64,91
BWA,2004,629.7323411807381,501.3785864882272,806.6343775935804,14000,4800,29000,71,35,210,79,64,91
BWA,2005,638.3379736975379,501.5145721172022,822.5284096182052,14000,5600,26000,73,39,180,79,64,91
BWA,2006,637.5849904440256,500.3503526438271,818.8528758810633,13000,3100,30000,65,28,280,79,64,91
BWA,2007,632.1741544360054,501.23392736162936,811.9133666388443,13000,3300,28000,63,29,240,67,66,69
BWA,2008,623.7144410367622,492.4477075216974,796.9228500738483,12000,6200,20000,74,45,140,68,53,80
BWA,2009,613.8545972701721,483.700695618894,785.325094367421,11000,6100,18000,73,45,140,65,64,66
BWA,2010,604.2257583027986,476.8245918939004,774.408328598751,11000,3900,21000,65,33,180,65,64,66
BWA,2011,591.9011147016123,464.32002886587696,758.5189060274843,10000,4100,19000,64,34,160,63,62,64
BWA,2012,575.2101686382035,450.8162176341241,738.6832757969205,9700,5600,15000,71,46,120,60,58,61
BWA,2013,557.3383207165544,436.2549819627317,720.5496457730824,9200,6000,13000,75,52,110,60,59,62
BWA,2014,541.2287757007812,422.92219773884744,700.2770287229102,8700,5300,13000,69,47,110,60,58,61
BWA,2015,529.7241695819986,412.1883090128552,696.8649881307681,8200,4300,13000,61,37,120,60,58,61
BWA,2016,527.5933704737149,412.95056688373506,687.4863086190676,7700,5500,10000,71,53,100,60,59,61
BWA,2017,524.1095861773231,409.11399577393576,692.3776255045752,7200,5300,9400,73,56,100,48,47,49
BWA,2018,506.7511664727028,395.5442639520548,668.3964182355012,6700,5100,8600,69,54,91,54,52,55
BWA,2019,479.39817041950096,367.7506944230023,637.6647430469121,6300,4900,7900,49,39,63,49,47,51
CAF,1990,642.2257358180447,561.7288797309983,744.0771142008449,25000,23000,28000,8.4,7.6000000000000005,9.3,37,30,44
CAF,1991,637.3818225724344,556.7388140992593,739.0814398094795,28000,26000,30000,7.300000000000001,6.800000000000001,7.800000000000001,42,34,50
CAF,1992,633.0947618767307,552.1375481820639,735.4318552827576,31000,29000,33000,NA,NA,NA,47,38,56
CAF,1993,629.5988360322417,549.4813604135404,731.79600418428,35000,33000,37000,NA,NA,NA,51,41,61
CAF,1994,626.896113271483,545.4899073881203,727.8646381664631,38000,35000,40000,NA,NA,NA,54,43,64
CAF,1995,624.4915177778894,544.0913806151198,725.4544982903994,40000,38000,43000,8.3,7.800000000000001,8.9,57,45,67
CAF,1996,622.9760362646966,543.2461112773065,720.238953508887,42000,39000,44000,8.700000000000001,8.200000000000001,9.3,58,47,70
CAF,1997,623.1316524398234,545.4870987852905,717.1961659737653,42000,40000,45000,11,9.9,11,59,48,71
CAF,1998,624.2501211415268,545.3944594951145,717.0920366307042,42000,39000,45000,12,11,12,60,48,71
CAF,1999,626.0360000183804,549.1701326113798,718.4575528172041,41000,38000,45000,12,11,13,60,48,71
CAF,2000,627.2180471616537,548.6927362754034,719.3260990888227,20000,13000,29000,NA,NA,NA,65,45,83
CAF,2001,627.4643082755744,548.1532323499538,719.5992007700443,21000,13000,30000,12,8.6,19,59,39,78
CAF,2002,627.7196152538547,547.6323014679557,719.9440469425268,21000,14000,30000,23,16,35,54,34,74
CAF,2003,628.0828566753781,549.0237328486369,720.1088921814027,22000,14000,31000,18,13,28,51,31,72
CAF,2004,628.653821642889,550.1106744184824,722.6074923615905,22000,14000,32000,18,12,27,49,29,70
CAF,2005,629.1960009970974,550.2537600492137,722.7447437635807,23000,15000,32000,14,9.9,22,49,28,70
CAF,2006,628.5200623604436,549.7558752847709,720.356502867721,23000,15000,33000,26,18,40,49,29,70
CAF,2007,626.4319325932179,547.7855219781275,719.6975919396476,24000,15000,34000,NA,NA,NA,50,29,71
CAF,2008,623.9055317043429,546.2594381432272,716.2863220931524,24000,16000,34000,28,20,44,49,28,70
CAF,2009,621.87275882825,544.6501727013977,716.0069340941984,25000,16000,35000,35,25,55,47,27,68
CAF,2010,621.2360725333939,543.2992113973859,717.0791434593525,25000,16000,36000,26,18,41,46,26,67
CAF,2011,623.4061229150763,546.3697982403187,715.836936717572,26000,17000,36000,22,15,34,45,25,66
CAF,2012,628.1823139676056,553.0003664271704,718.8032673486405,26000,17000,37000,31,22,48,43,23,64
CAF,2013,633.908542475184,557.8877414363557,725.4963976451777,26000,17000,37000,33,23,51,41,22,62
CAF,2014,639.5461872019565,561.9908913146044,733.1892687934908,26000,17000,37000,39,28,61,38,20,59
CAF,2015,644.3402956102994,562.9381035965889,744.0069445107946,26000,17000,37000,40,28,62,35,17,55
CAF,2016,655.2171367867169,576.4513925894239,746.477573895508,26000,17000,38000,39,27,60,30,29,31
CAF,2017,665.6626346124626,585.0021633962641,760.6168126540448,27000,17000,39000,36,25,55,28,27,29
CAF,2018,664.1530492139784,584.0421506708053,760.6449415020084,28000,18000,39000,40,28,61,26,25,27
CAF,2019,654.4026791872501,572.9422148446034,758.7827676446368,28000,18000,40000,43,30,66,25,25,26
CAN,1990,7.5310767951660225,6.228351882305477,9.124759241515783,2300,2100,2700,85,75,97,3.1,2.5,3.7
CAN,1991,7.388028699674206,6.126498728998292,8.955520800842551,2300,2100,2700,86,76,98,3.2,2.6,3.8000000000000003
CAN,1992,7.23241310335839,5.993022751843722,8.770863238723646,2300,2000,2600,90,80,100,3.3000000000000003,2.6,3.9000000000000004
CAN,1993,7.074471920820375,5.886453720671091,8.601696823842753,2300,2000,2600,87,77,99,3.3000000000000003,2.7,4
CAN,1994,6.924544335784968,5.775390172187629,8.390905749024132,2300,2000,2600,90,80,100,3.3000000000000003,2.7,4
CAN,1995,6.7890570200180225,5.675219599016487,8.23336834738782,2300,2000,2600,86,76,99,3.3000000000000003,2.7,4
CAN,1996,6.664440208783673,5.584566732138862,8.070330990720848,2200,2000,2500,84,74,96,3.3000000000000003,2.7,4
CAN,1997,6.532623590044734,5.4873479748523115,7.854975683838988,2200,1900,2500,91,80,100,3.4000000000000004,2.7,4.1000000000000005
CAN,1998,6.399059735249601,5.389575797915029,7.662370597417542,2100,1900,2400,85,75,97,3.5,2.8000000000000003,4.2
CAN,1999,6.259996443153005,5.289131732511583,7.447032670771894,2100,1800,2400,87,77,100,3.6,2.9000000000000004,4.3
CAN,2000,6.132082280134346,5.188052386299763,7.286969166271247,2000,1700,2300,87,75,100,13,5.2,24
CAN,2001,6.006905542036755,5.069499551928905,7.101783375294378,2000,1700,2400,87,75,100,12,4.9,23
CAN,2002,5.870409998696297,4.974391459789677,6.9445934403307215,1900,1600,2200,87,75,100,11,4.4,21
CAN,2003,5.733635411072893,4.84727216233407,6.81562052358909,1900,1600,2200,87,75,100,10,4,19
CAN,2004,5.6062833310757,4.749963602520229,6.6756253349379735,1800,1500,2100,87,75,100,9,3.5,17
CAN,2005,5.496200430506477,4.648516729981509,6.567426485313568,1800,1500,2100,87,75,100,7.7,2.9000000000000004,14
CAN,2006,5.400427500369168,4.5712393184064055,6.435687836740611,1800,1500,2000,87,75,100,6.4,2.4000000000000004,12
CAN,2007,5.306175135396053,4.4892398166595715,6.3089702203765485,1700,1500,2000,87,75,100,5.4,2,10
CAN,2008,5.2208859372242715,4.399043194467351,6.2055436341919,1800,1500,2100,87,75,100,5.1000000000000005,1.9000000000000001,9.700000000000001
CAN,2009,5.149922267391493,4.321192235980699,6.143483004568551,1800,1500,2100,87,75,100,5,3.9000000000000004,6.2
CAN,2010,5.09177469072371,4.276388806694928,6.087126757582622,1600,1300,1800,87,75,100,3.9000000000000004,3,4.9
CAN,2011,5.042335385769576,4.2543457311449915,6.011252809739414,1600,1400,1900,87,75,100,4.6000000000000005,1.7000000000000002,8.700000000000001
CAN,2012,5.003950072183136,4.227197449548704,5.9404245834689915,1900,1600,2200,87,75,100,4.3,1.6,8.200000000000001
CAN,2013,4.967665948533536,4.202844115760061,5.919335344698455,1900,1600,2200,87,75,100,3.8000000000000003,1.4000000000000001,7.300000000000001
CAN,2014,4.940268724712772,4.161245205484471,5.909935575417822,1800,1500,2100,87,75,100,3.6,1.3,6.9
CAN,2015,4.934486364158063,4.134714365128547,5.905039658137464,1900,1600,2200,87,75,100,3.5,1.3,6.800000000000001
CAN,2016,4.933102320433446,4.145875523067492,5.919974937218181,2000,1700,2300,87,75,100,3.6,1.3,6.9
CAN,2017,4.961720269967318,4.152437214914317,5.9693645665203,2100,1800,2400,87,75,100,3.7,1.4000000000000001,7.1000000000000005
CAN,2018,5.0235598229404985,4.200483590588079,6.043253651090991,2100,1800,2400,87,75,100,3.5,2.7,4.4
CAN,2019,5.108900672021952,4.253608896765106,6.179710770651001,2200,1900,2500,87,75,100,2.8000000000000003,2.1,3.7
CHE,1990,15.882002003560904,13.293556318405942,19.11854741035925,1400,1200,1600,91,80,100,2.8000000000000003,2.3000000000000003,3.4000000000000004
CHE,1991,15.468618262528,12.91924668958908,18.54660669500125,1300,1100,1500,87,77,99,3.1,2.5,3.8000000000000003
CHE,1992,15.024897154922494,12.537339422855545,18.024139900349294,1200,1100,1400,82,72,93,3.4000000000000004,2.8000000000000003,4.1000000000000005
CHE,1993,14.592527796701601,12.183408911512137,17.52359637599018,1100,980,1300,83,73,94,3.6,2.9000000000000004,4.4
CHE,1994,14.192691427053985,11.839587525529838,17.075538547396437,1000,920,1200,88,78,100,3.7,3,4.5
CHE,1995,13.845482854324727,11.536440820732025,16.69642385783892,970,850,1100,85,75,97,3.8000000000000003,3.1,4.5
CHE,1996,13.413734604878998,11.169680490473338,16.171256411599128,910,800,1000,84,74,96,3.8000000000000003,3.1,4.6000000000000005
CHE,1997,12.81079265628477,10.715882823129062,15.362315990172574,850,750,970,87,77,100,4,3.2,4.800000000000001
CHE,1998,12.143389734915683,10.236469887145816,14.470060802222699,810,710,920,93,82,110,4.2,3.4000000000000004,5
CHE,1999,11.512122522105154,9.755929536767853,13.682184019506849,770,670,870,94,83,110,4.4,3.6,5.300000000000001
CHE,2000,11.018151543775367,9.323290381551793,13.085916431283088,660,570,770,87,75,100,18,11,26
CHE,2001,10.599488377859636,8.967005087628824,12.548092513358766,630,540,730,87,75,100,17,10,24
CHE,2002,10.162255765732036,8.569902414707066,12.027276446122032,680,580,790,87,75,100,15,9.200000000000001,22
CHE,2003,9.742264639689987,8.22985632518453,11.50769180065811,660,560,760,87,75,100,14,8.3,20
CHE,2004,9.383592690747916,7.910829407364287,11.122634552325023,630,540,730,87,75,100,12,7.300000000000001,18
CHE,2005,9.129632540426394,7.6599389569054175,10.867497131491634,590,510,680,87,75,100,10,6.2,15
CHE,2006,8.975627665827417,7.548697082288705,10.652605665265888,540,470,630,87,75,100,8.700000000000001,5.1000000000000005,13
CHE,2007,8.866029893814405,7.469473993416646,10.571146690041648,480,410,560,87,75,100,7.300000000000001,4.3,11
CHE,2008,8.772614921131007,7.438274754966527,10.447585671588147,530,460,620,87,75,100,6.9,4,11
CHE,2009,8.667206077094827,7.360259857619771,10.306063534556742,580,490,670,87,75,100,6.7,3.9000000000000004,10
CHE,2010,8.525761118735064,7.211296528119361,10.137812373125824,580,500,680,87,75,100,6.6000000000000005,3.8000000000000003,10
CHE,2011,8.322093600664804,7.059905836412259,9.888219212609842,600,520,700,87,75,100,6.2,3.6,9.5
CHE,2012,8.057920077012268,6.8285160311710476,9.5534335290875525,480,410,550,87,75,100,5.9,3.4000000000000004,9
CHE,2013,7.7565705540360375,6.567203642816948,9.224739810780225,540,460,620,87,75,100,5.2,3,8
CHE,2014,7.438509194165871,6.290057827945177,8.817984068679781,490,420,560,87,75,100,4.9,2.8000000000000003,7.5
CHE,2015,7.134454757263509,6.001613353268179,8.510219711283014,610,520,710,87,75,100,4.7,2.7,7.2
CHE,2016,6.716809232730074,5.641006673274252,8.0038845604375,660,560,760,87,75,100,4.7,2.7,7.300000000000001
CHE,2017,6.437019137247825,5.366759461742861,7.751519962959456,610,520,700,87,75,100,4.7,2.7,7.300000000000001
CHE,2018,6.495504246128706,5.405087997911277,7.839619487317063,540,470,630,87,75,100,4.7,2.7,7.300000000000001
CHE,2019,6.757074229419022,5.544785378081881,8.304621770943342,460,400,530,87,75,100,4.6000000000000005,2.6,7.1000000000000005
CHL,1990,43.36189814279295,36.67196838013478,51.550136160580124,6800,6000,7700,90,80,100,2.1,1.7000000000000002,2.5
CHL,1991,41.01830228789003,34.80336121453216,48.76614268513986,6400,5600,7200,86,76,98,2.1,1.7000000000000002,2.6
CHL,1992,38.79072135445917,32.9959454488487,46.08891937377879,6000,5200,6800,89,78,100,2.2,1.8,2.7
CHL,1993,36.72713844964249,31.313367193891313,43.85173790866473,5600,4900,6300,82,73,94,2.3000000000000003,1.8,2.7
CHL,1994,34.87755430541692,29.65659387220119,41.761866877272475,5200,4600,5900,79,70,90,2.3000000000000003,1.9000000000000001,2.8000000000000003
CHL,1995,33.31054190410676,28.218301238067454,39.941321410158196,4900,4300,5500,85,75,97,2.4000000000000004,1.9000000000000001,2.9000000000000004
CHL,1996,31.882109382186425,27.16739116417637,37.96845840293251,4600,4000,5200,91,81,100,2.4000000000000004,2,2.9000000000000004
CHL,1997,30.458751646886416,25.94275624639862,36.138059688837316,4300,3800,4900,90,80,100,2.5,2,3
CHL,1998,29.129966480437822,24.794949895749273,34.60938139089199,4100,3600,4600,90,80,100,2.6,2.1,3.1
CHL,1999,27.99720348249651,23.791628753403337,33.16761026152988,3800,3300,4300,90,79,100,2.7,2.2,3.2
CHL,2000,27.15880704270759,22.969129471427703,32.19271191592691,3500,3000,4000,87,75,100,14,5.800000000000001,26
CHL,2001,26.53270944975392,22.485852578041627,31.496772435551097,3500,3000,4000,87,75,100,14,5.5,25
CHL,2002,25.966136593058593,22.056207727302873,30.807619526775923,2800,2400,3300,87,75,100,13,5.2,23
CHL,2003,25.453457853405936,21.56461344980182,30.18540773066255,2600,2200,3000,87,75,100,12,4.800000000000001,21
CHL,2004,25.011212943997954,21.240930742783494,29.656541055379808,3100,2600,3500,87,75,100,11,4.3,20
CHL,2005,24.6468604321753,20.875726726951022,29.46626327020954,2900,2500,3300,87,75,100,9.3,3.7,17
CHL,2006,24.32793832220145,20.618483477816202,29.006092626820852,2900,2500,3400,87,75,100,7.9,3.1,15
CHL,2007,24.00722315817649,20.271521392909253,28.494550854044462,2800,2400,3200,87,75,100,6.800000000000001,2.6,13
CHL,2008,23.684232977698965,19.96287065663395,28.166273483513088,2800,2400,3200,87,75,100,6.6000000000000005,2.5,12
CHL,2009,23.36765121580124,19.684329363530097,27.81089733567347,2800,2400,3200,87,75,100,6.7,2.6,13
CHL,2010,23.0667012240741,19.399368182743515,27.52804751887531,2700,2300,3200,87,75,100,6.800000000000001,2.6,13
CHL,2011,22.63844335432009,19.16465536809176,26.964448759034045,2800,2400,3300,87,75,100,6.7,2.6,13
CHL,2012,22.04495163531417,18.802467924587067,26.22565923027365,2800,2400,3200,87,75,100,6.6000000000000005,2.5,12
CHL,2013,21.43846200316376,18.414782565510812,25.256712869340465,2800,2400,3200,87,75,100,6.2,2.4000000000000004,12
CHL,2014,20.93203227805481,17.994476560463465,24.709339389586653,2700,2300,3200,87,75,100,6.300000000000001,2.4000000000000004,12
CHL,2015,20.662482790952023,17.75181402397814,24.320449353569884,3000,2500,3400,87,75,100,13,12,14
CHL,2016,20.66785879368086,17.76729740400257,24.30758322202405,2900,2500,3400,87,75,100,13,11,14
CHL,2017,20.710620327558225,17.68355311174098,24.38454654358151,3200,2700,3600,87,75,100,11,10,13
CHL,2018,20.49918703183876,17.531746547350423,24.12713804816439,3400,2900,3900,87,75,100,10,9.4,12
CHL,2019,20.030058499410533,17.05625947576859,23.827418715189754,3300,2900,3900,87,75,100,11,10,13
CHN,1990,168.98166105653274,147.57496900326294,196.75699843456667,1800000,1600000,1900000,21,19,24,0.11,0.09,0.13
CHN,1991,166.05342889741968,143.4885108871285,195.26945932788647,1700000,1600000,1900000,20,18,22,0.13,0.11,0.16
CHN,1992,162.85505882307552,140.1525902501632,192.11939726439792,1700000,1600000,1800000,19,18,20,0.15,0.12,0.18
CHN,1993,159.66202456995313,137.20043942564237,187.40952425178773,1700000,1600000,1800000,21,19,22,0.17,0.14,0.21
CHN,1994,156.8788018521108,134.9109466274611,183.7822563769936,1600000,1500000,1700000,22,21,24,0.32,0.26,0.39
CHN,1995,154.68180400211003,133.3678091492362,180.08828252981817,1600000,1500000,1700000,33,31,35,0.44,0.36,0.53
CHN,1996,152.17559155921006,131.92053434970822,175.4572893205098,1500000,1400000,1600000,33,31,35,0.54,0.44,0.65
CHN,1997,148.8041921614734,129.35008663812835,171.0982527821849,1500000,1400000,1600000,31,29,33,0.62,0.5,0.75
CHN,1998,145.38267060300345,127.49197393131094,166.5302105634672,1500000,1400000,1600000,31,29,32,0.71,0.58,0.85
CHN,1999,142.6939305612786,124.87464775578447,163.71461487025576,1400000,1300000,1500000,32,30,34,0.79,0.64,0.9500000000000001
CHN,2000,141.24816055156785,123.47987279993035,162.17512365218906,1360000,769000,2110000,33,22,59,2,0.62,4.1000000000000005
CHN,2001,140.3997878475675,123.38127594331085,160.1321232021722,1320000,785000,1990000,36,24,60,1.7000000000000002,0.54,3.6
CHN,2002,139.11145523692656,122.78025607137354,157.707158614283,1290000,800000,1880000,36,25,58,1.6,0.49,3.2
CHN,2003,137.52589549182244,121.58111961170188,155.7032849238541,1250000,814000,1780000,49,35,76,1.5,0.47000000000000003,3.1
CHN,2004,135.9005074985784,120.24828085137071,153.72830969980447,1220000,828000,1680000,66,48,96,1.5,0.48,3.1
CHN,2005,134.31595178651932,118.7236243242804,152.37515628977684,1180000,841000,1580000,76,57,110,1.6,0.51,3.3000000000000003
CHN,2006,131.7079059866181,117.20702928754886,148.62501470293157,1150000,853000,1490000,82,63,110,1.8,0.56,3.6
CHN,2007,127.26447270691398,113.59626810804829,143.10332550203952,1120000,863000,1410000,87,69,110,1.9000000000000001,0.6000000000000001,3.9000000000000004
CHN,2008,121.92543264665777,108.56991866790192,138.27278506458313,1100000,875000,1340000,89,73,110,1.9000000000000001,0.61,3.9000000000000004
CHN,2009,116.8954680280936,103.48071843950848,134.17361598727805,1080000,870000,1320000,89,73,110,1.9000000000000001,0.62,3.9000000000000004
CHN,2010,113.30797179551439,99.40369861255235,131.68388420163072,1020000,832000,1230000,89,74,110,1.9000000000000001,0.62,3.9000000000000004
CHN,2011,110.76158836543632,96.52210199199125,128.7767375909305,1010000,827000,1220000,89,74,110,1.9000000000000001,0.63,4
CHN,2012,107.84292620655862,93.87500112342686,126.06604065845332,1000000,823000,1200000,89,74,110,2,0.64,4
CHN,2013,104.65520621085865,90.60141346237792,123.17642324763523,957000,793000,1140000,89,75,110,1.9000000000000001,0.63,3.9000000000000004
CHN,2014,101.44013003002262,87.46184764984582,120.54829671581824,926000,773000,1090000,88,75,110,1.8,0.6000000000000001,3.7
CHN,2015,98.10795751494945,83.70879187077658,117.90399007625396,904000,759000,1060000,88,75,110,1.7000000000000002,0.5700000000000001,3.5
CHN,2016,92.25430898217246,78.40292085535145,111.56052767024399,882000,745000,1030000,88,75,100,1.7000000000000002,0.56,3.4000000000000004
CHN,2017,88.2591613095606,74.26992387751199,107.7577169446163,878000,742000,1020000,88,75,100,1.7000000000000002,0.54,3.3000000000000003
CHN,2018,89.94281945652655,75.21008128402754,110.10799555792538,860000,729000,1000000,92,79,110,1.6,0.04,6
CHN,2019,95.14623256668666,78.63936563572719,117.30785508494776,826000,712000,949000,88,77,100,1.6,0.04,6
CIV,1990,405.20484629329763,349.2903096300084,473.4516882658271,30000,28000,32000,26,25,28,21,19,23
CIV,1991,404.5248729210544,347.0537774519802,475.749888959382,34000,33000,36000,23,22,25,23,21,26
CIV,1992,403.3514772704198,346.7513489320099,476.06807903071257,40000,38000,41000,23,22,24,25,23,28
CIV,1993,401.6092202734873,343.3840311900681,474.1920845156799,45000,43000,47000,21,20,22,27,24,31
CIV,1994,399.2867230038466,340.4428739993131,471.09731816800786,50000,48000,53000,28,27,29,29,26,33
CIV,1995,396.16208152700415,337.53857403606054,466.9863649376565,55000,52000,57000,22,21,23,31,27,34
CIV,1996,391.94936919240394,333.8698746581823,463.2224437289811,58000,55000,61000,23,22,24,32,28,36
CIV,1997,387.1433567006582,329.2753452972776,457.3475388803716,60000,57000,63000,23,22,24,33,29,37
CIV,1998,382.2378555636994,324.52224512021854,451.3448026673882,61000,58000,64000,24,23,25,33,30,37
CIV,1999,378.00116467139816,320.6315591532932,449.13308258116274,61000,58000,65000,25,23,26,34,30,38
CIV,2000,374.61390931161804,314.4915689847515,447.2970410119321,62000,15000,141000,24,11,100,66,46,83
CIV,2001,371.5622489956757,311.8994248528579,442.998409628528,60000,16000,134000,28,12,100,59,39,78
CIV,2002,368.6066922519595,309.74239657688355,437.5016052764644,58000,17000,125000,28,13,95,54,34,74
CIV,2003,365.584702821451,306.24047527759967,431.86694886563595,56000,18000,115000,31,15,98,50,30,71
CIV,2004,362.3344722329242,303.9654009936032,428.390905885651,53000,19000,105000,38,19,110,48,28,69
CIV,2005,358.79736905228344,302.01308632814494,425.6707360316521,51000,20000,96000,39,20,100,47,27,68
CIV,2006,353.6376189132715,297.3593740087843,418.3314414861496,48000,20000,88000,43,24,100,47,27,68
CIV,2007,346.443427825311,290.63852795297805,412.28203248502575,46000,21000,82000,50,28,110,47,27,68
CIV,2008,338.70583488132894,283.1490713422812,406.5425630191327,44000,21000,76000,53,31,110,29,29,30
CIV,2009,331.86556852000905,276.87074812556864,399.43440830612496,43000,21000,71000,53,32,110,30,30,31
CIV,2010,327.4342027929072,272.1402682805423,397.5926956093841,41000,22000,67000,55,34,110,24,24,25
CIV,2011,324.1486355991984,270.8811527747106,393.0430699922401,40000,22000,64000,56,35,100,26,26,27
CIV,2012,320.13647428150927,266.8797890351051,388.3284670746293,39000,22000,61000,61,39,110,27,26,27
CIV,2013,315.9074588646618,263.2386574282094,382.9660994155625,38000,25000,55000,65,45,100,25,24,25
CIV,2014,311.99874949017084,260.48810328198897,378.924272369349,38000,22000,58000,62,40,100,24,23,24
CIV,2015,308.9199375926427,256.6361736544428,377.4978471476251,37000,22000,56000,60,40,100,24,23,24
CIV,2016,305.5240068597042,253.65060726352627,373.14969328241904,37000,23000,55000,58,39,95,22,21,22
CIV,2017,300.4371827806053,250.04849988092508,367.5187216835125,37000,23000,54000,57,39,92,20,20,21
CIV,2018,290.4698628908292,241.28727196184082,355.9479376247694,36000,23000,53000,58,40,92,20,19,20
CIV,2019,275.0700585151813,227.95935455162203,342.6404424053634,36000,23000,51000,59,41,92,18,17,18
CMR,1990,404.55912119044683,353.6427919609242,469.93735334785345,13000,12000,15000,44,40,49,23,20,26
CMR,1991,400.9453539643318,349.45262622442186,468.14304664522217,15000,14000,16000,45,42,48,26,22,29
CMR,1992,397.0087705526814,344.9552705914245,466.10023329991367,18000,17000,19000,38,36,41,28,25,32
CMR,1993,392.99848161322916,339.8658988869244,464.3067762582469,21000,20000,22000,34,32,36,31,27,35
CMR,1994,389.016134376418,335.2291991418455,461.7926683040223,25000,23000,27000,30,28,32,33,29,37
CMR,1995,385.18990487496643,330.3121585011708,458.72692166449093,29000,27000,31000,11,11,12,35,30,40
CMR,1996,381.3655891142716,327.80957038414954,452.1267080522359,33000,31000,35000,9.200000000000001,8.6,9.9,36,32,41
CMR,1997,376.5620730680025,322.92457406898774,446.6151597580119,37000,35000,40000,11,9.8,11,38,33,43
CMR,1998,371.6592177460859,318.09177483863186,442.7065418168019,42000,39000,45000,12,11,13,39,34,44
CMR,1999,366.583499028678,311.9060816057202,436.9128652530318,46000,42000,49000,17,16,18,40,34,45
CMR,2000,361.6574065809551,306.5010410264775,433.9056384851312,47000,21000,83000,11,6.300000000000001,26,53,32,73
CMR,2001,355.14807816894626,299.6119108296195,426.22812729985935,49000,21000,89000,23,13,54,48,28,69
CMR,2002,346.3647836298875,291.9238370029335,415.4754027272717,51000,22000,93000,22,12,51,45,26,65
CMR,2003,337.1777695463595,283.85404905490986,408.04966910655793,53000,22000,95000,31,17,74,43,24,64
CMR,2004,329.0204786471602,275.6846949420515,404.6246426650247,53000,23000,97000,33,18,77,42,23,63
CMR,2005,323.4809998343075,269.6486382456828,400.89941960719113,54000,24000,96000,40,22,91,43,24,64
CMR,2006,320.10873517583775,265.9493012061944,395.7312858906545,54000,24000,95000,44,25,97,44,24,65
CMR,2007,317.48578421950515,264.0474138766326,389.1503700025209,53000,25000,93000,45,26,97,45,25,66
CMR,2008,315.3801796340652,262.4781288517882,385.54879716244386,53000,25000,90000,47,27,97,40,40,41
CMR,2009,313.09389866042056,260.7925569988266,382.7485166001849,52000,26000,88000,47,28,95,41,40,41
CMR,2010,310.10210025945855,258.8835905682165,379.5184624523269,52000,27000,85000,47,28,91,35,28,42
CMR,2011,304.3138199949377,253.42117166627978,372.5339867355269,51000,27000,83000,48,30,91,38,38,39
CMR,2012,295.621488618895,245.24682649959018,361.3361295590083,51000,28000,81000,49,30,90,37,37,38
CMR,2013,286.0859673001489,236.4154786686225,350.9702382648176,51000,28000,80000,51,32,91,38,38,39
CMR,2014,277.5777090261074,230.1929934679556,340.6259717376737,49000,28000,76000,53,34,92,37,37,38
CMR,2015,272.04043971949056,225.1706322844698,334.6224994103087,49000,29000,74000,54,35,91,36,35,36
CMR,2016,268.99419497767906,222.69895890227824,328.2901778793375,48000,29000,72000,53,36,88,34,34,35
CMR,2017,265.2409026880749,219.51134614370005,323.2198293404097,47000,29000,70000,52,35,83,31,30,31
CMR,2018,257.3598831194484,215.11607457350655,313.0031649125214,47000,30000,68000,50,35,79,29,28,29
CMR,2019,244.74088517196304,203.74081198000368,297.44003795626986,46000,30000,66000,53,37,82,27,26,27
COD,1990,555.7587909590401,481.0431249694269,650.6651598238631,110000,100000,130000,18,17,21,18,15,22
COD,1991,565.3094702196806,488.98585969286523,663.7998819190368,120000,110000,130000,28,26,31,19,15,22
